symbol,security_id,exchange_segment,instrument,universe,Company Name,Industry,Series,ISIN Code,batch_number,batch_size
HFCL,21951,NSE_EQ,EQUITY,NIFTY500,HFCL Ltd.,Telecommunication,EQ,INE548A01028,5,50
HINDALCO,1363,NSE_EQ,EQUITY,NIFTY500,Hindalco Industries Ltd.,Metals & Mining,EQ,INE038A01020,5,50
HINDCOPPER,17939,NSE_EQ,EQUITY,NIFTY500,Hindustan Copper Ltd.,Metals & Mining,EQ,INE531E01026,5,50
HINDPETRO,1406,NSE_EQ,EQUITY,NIFTY500,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,EQ,INE094A01015,5,50
HINDUNILVR,1394,NSE_EQ,EQUITY,NIFTY500,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,EQ,INE030A01027,5,50
HINDZINC,1424,NSE_EQ,EQUITY,NIFTY500,Hindustan Zinc Ltd.,Metals & Mining,EQ,INE267A01025,5,50
HOMEFIRST,2056,NSE_EQ,EQUITY,NIFTY500,Home First Finance Company India Ltd.,Financial Services,EQ,INE481N01025,5,50
HONASA,19813,NSE_EQ,EQUITY,NIFTY500,Honasa Consumer Ltd.,Fast Moving Consumer Goods,EQ,INE0J5401028,5,50
HONAUT,3417,NSE_EQ,EQUITY,NIFTY500,Honeywell Automation India Ltd.,Capital Goods,EQ,INE671A01010,5,50
HSCL,14334,NSE_EQ,EQUITY,NIFTY500,Himadri Speciality Chemical Ltd.,Chemicals,EQ,INE019C01026,5,50
HUDCO,20825,NSE_EQ,EQUITY,NIFTY500,Housing & Urban Development Corporation Ltd.,Financial Services,EQ,INE031A01017,5,50
HYUNDAI,25844,NSE_EQ,EQUITY,NIFTY500,Hyundai Motor India Ltd.,Automobile and Auto Components,EQ,INE0V6F01027,5,50
ICICIAMC,760407,NSE_EQ,EQUITY,NIFTY500,ICICI Prudential Asset Management Company Ltd.,Financial Services,EQ,INE346A01027,5,50
ICICIBANK,4963,NSE_EQ,EQUITY,NIFTY500,ICICI Bank Ltd.,Financial Services,EQ,INE090A01021,5,50
ICICIGI,21770,NSE_EQ,EQUITY,NIFTY500,ICICI Lombard General Insurance Company Ltd.,Financial Services,EQ,INE765G01017,5,50
ICICIPRULI,18652,NSE_EQ,EQUITY,NIFTY500,ICICI Prudential Life Insurance Company Ltd.,Financial Services,EQ,INE726G01019,5,50
IDBI,1476,NSE_EQ,EQUITY,NIFTY500,IDBI Bank Ltd.,Financial Services,EQ,INE008A01015,5,50
IDEA,14366,NSE_EQ,EQUITY,NIFTY500,Vodafone Idea Ltd.,Telecommunication,EQ,INE669E01016,5,50
IDFCFIRSTB,11184,NSE_EQ,EQUITY,NIFTY500,IDFC First Bank Ltd.,Financial Services,EQ,INE092T01019,5,50
IEX,220,NSE_EQ,EQUITY,NIFTY500,Indian Energy Exchange Ltd.,Financial Services,EQ,INE022Q01020,5,50
IFCI,1491,NSE_EQ,EQUITY,NIFTY500,IFCI Ltd.,Financial Services,EQ,INE039A01010,5,50
IGIL,28378,NSE_EQ,EQUITY,NIFTY500,International Gemological Institute Ltd.,Services,EQ,INE0Q9301021,5,50
IGL,11262,NSE_EQ,EQUITY,NIFTY500,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,EQ,INE203G01027,5,50
IIFL,11809,NSE_EQ,EQUITY,NIFTY500,IIFL Finance Ltd.,Financial Services,EQ,INE530B01024,5,50
IKS,28125,NSE_EQ,EQUITY,NIFTY500,Inventurus Knowledge Solutions Ltd.,Information Technology,EQ,INE115Q01022,5,50
INDGN,23693,NSE_EQ,EQUITY,NIFTY500,Indegene Ltd.,Healthcare,EQ,INE065X01017,5,50
INDHOTEL,1512,NSE_EQ,EQUITY,NIFTY500,Indian Hotels Co. Ltd.,Consumer Services,EQ,INE053A01029,5,50
INDIACEM,1515,NSE_EQ,EQUITY,NIFTY500,India Cements Ltd.,Construction Materials,EQ,INE383A01012,5,50
INDIAMART,10726,NSE_EQ,EQUITY,NIFTY500,Indiamart Intermesh Ltd.,Consumer Services,EQ,INE933S01016,5,50
INDIANB,14309,NSE_EQ,EQUITY,NIFTY500,Indian Bank,Financial Services,EQ,INE562A01011,5,50
INDIGO,11195,NSE_EQ,EQUITY,NIFTY500,InterGlobe Aviation Ltd.,Services,EQ,INE646L01027,5,50
INDUSINDBK,5258,NSE_EQ,EQUITY,NIFTY500,IndusInd Bank Ltd.,Financial Services,EQ,INE095A01012,5,50
INDUSTOWER,29135,NSE_EQ,EQUITY,NIFTY500,Indus Towers Ltd.,Telecommunication,EQ,INE121J01017,5,50
INFY,1594,NSE_EQ,EQUITY,NIFTY500,Infosys Ltd.,Information Technology,EQ,INE009A01021,5,50
INOXWIND,7852,NSE_EQ,EQUITY,NIFTY500,Inox Wind Ltd.,Capital Goods,EQ,INE066P01011,5,50
INTELLECT,5926,NSE_EQ,EQUITY,NIFTY500,Intellect Design Arena Ltd.,Information Technology,EQ,INE306R01017,5,50
IOB,9348,NSE_EQ,EQUITY,NIFTY500,Indian Overseas Bank,Financial Services,EQ,INE565A01014,5,50
IOC,1624,NSE_EQ,EQUITY,NIFTY500,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,EQ,INE242A01010,5,50
IPCALAB,1633,NSE_EQ,EQUITY,NIFTY500,Ipca Laboratories Ltd.,Healthcare,EQ,INE571A01038,5,50
IRB,15313,NSE_EQ,EQUITY,NIFTY500,IRB Infrastructure Developers Ltd.,Construction,EQ,INE821I01022,5,50
IRCON,4986,NSE_EQ,EQUITY,NIFTY500,IRCON International Ltd.,Construction,EQ,INE962Y01021,5,50
IRCTC,13611,NSE_EQ,EQUITY,NIFTY500,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,EQ,INE335Y01020,5,50
IREDA,20261,NSE_EQ,EQUITY,NIFTY500,Indian Renewable Energy Development Agency Ltd.,Financial Services,EQ,INE202E01016,5,50
IRFC,2029,NSE_EQ,EQUITY,NIFTY500,Indian Railway Finance Corporation Ltd.,Financial Services,EQ,INE053F01010,5,50
ITC,1660,NSE_EQ,EQUITY,NIFTY500,ITC Ltd.,Fast Moving Consumer Goods,EQ,INE154A01025,5,50
ITCHOTELS,29251,NSE_EQ,EQUITY,NIFTY500,ITC Hotels Ltd.,Consumer Services,EQ,INE379A01028,5,50
ITI,1675,NSE_EQ,EQUITY,NIFTY500,ITI Ltd.,Telecommunication,EQ,INE248A01017,6,50
J&KBANK,5633,NSE_EQ,EQUITY,NIFTY500,Jammu & Kashmir Bank Ltd.,Financial Services,EQ,INE168A01041,6,50
JAINREC,759244,NSE_EQ,EQUITY,NIFTY500,Jain Resource Recycling Ltd.,Metals & Mining,EQ,INE0YD401026,6,50
JBMA,11655,NSE_EQ,EQUITY,NIFTY500,JBM Auto Ltd.,Automobile and Auto Components,EQ,INE927D01051,6,50
JINDALSAW,3024,NSE_EQ,EQUITY,NIFTY500,Jindal Saw Ltd.,Capital Goods,EQ,INE324A01032,6,50
JINDALSTEL,6733,NSE_EQ,EQUITY,NIFTY500,Jindal Steel Ltd.,Metals & Mining,EQ,INE749A01030,6,50
JIOFIN,18143,NSE_EQ,EQUITY,NIFTY500,Jio Financial Services Ltd.,Financial Services,EQ,INE758E01017,6,50
JKCEMENT,13270,NSE_EQ,EQUITY,NIFTY500,J.K. Cement Ltd.,Construction Materials,EQ,INE823G01014,6,50
JKTYRE,14435,NSE_EQ,EQUITY,NIFTY500,JK Tyre & Industries Ltd.,Automobile and Auto Components,EQ,INE573A01042,6,50
JMFINANCIL,13637,NSE_EQ,EQUITY,NIFTY500,JM Financial Ltd.,Financial Services,EQ,INE780C01023,6,50
JPPOWER,11763,NSE_EQ,EQUITY,NIFTY500,Jaiprakash Power Ventures Ltd.,Power,EQ,INE351F01018,6,50
JSL,11236,NSE_EQ,EQUITY,NIFTY500,Jindal Stainless Ltd.,Metals & Mining,EQ,INE220G01021,6,50
JSWCEMENT,758460,NSE_EQ,EQUITY,NIFTY500,JSW Cement Ltd.,Construction Materials,EQ,INE718I01012,6,50
JSWDULUX,1467,NSE_EQ,EQUITY,NIFTY500,JSW Dulux Ltd.,Consumer Durables,EQ,INE133A01011,6,50
JSWENERGY,17869,NSE_EQ,EQUITY,NIFTY500,JSW Energy Ltd.,Power,EQ,INE121E01018,6,50
JSWINFRA,19020,NSE_EQ,EQUITY,NIFTY500,JSW Infrastructure Ltd.,Services,EQ,INE880J01026,6,50
JSWSTEEL,11723,NSE_EQ,EQUITY,NIFTY500,JSW Steel Ltd.,Metals & Mining,EQ,INE019A01038,6,50
JUBLFOOD,18096,NSE_EQ,EQUITY,NIFTY500,Jubilant Foodworks Ltd.,Consumer Services,EQ,INE797F01020,6,50
JUBLINGREA,2783,NSE_EQ,EQUITY,NIFTY500,Jubilant Ingrevia Ltd.,Chemicals,EQ,INE0BY001018,6,50
JUBLPHARMA,3637,NSE_EQ,EQUITY,NIFTY500,Jubilant Pharmova Ltd.,Healthcare,EQ,INE700A01033,6,50
JWL,20224,NSE_EQ,EQUITY,NIFTY500,Jupiter Wagons Ltd.,Capital Goods,EQ,INE209L01016,6,50
JYOTICNC,21334,NSE_EQ,EQUITY,NIFTY500,Jyoti CNC Automation Ltd.,Capital Goods,EQ,INE980O01024,6,50
KAJARIACER,1808,NSE_EQ,EQUITY,NIFTY500,Kajaria Ceramics Ltd.,Consumer Durables,EQ,INE217B01036,6,50
KALYANKJIL,2955,NSE_EQ,EQUITY,NIFTY500,Kalyan Jewellers India Ltd.,Consumer Durables,EQ,INE303R01014,6,50
KARURVYSYA,1838,NSE_EQ,EQUITY,NIFTY500,Karur Vysya Bank Ltd.,Financial Services,EQ,INE036D01028,6,50
KAYNES,12092,NSE_EQ,EQUITY,NIFTY500,Kaynes Technology India Ltd.,Capital Goods,EQ,INE918Z01012,6,50
KEC,13260,NSE_EQ,EQUITY,NIFTY500,Kec International Ltd.,Construction,EQ,INE389H01022,6,50
KEI,13310,NSE_EQ,EQUITY,NIFTY500,KEI Industries Ltd.,Capital Goods,EQ,INE878B01027,6,50
KFINTECH,13359,NSE_EQ,EQUITY,NIFTY500,Kfin Technologies Ltd.,Financial Services,EQ,INE138Y01010,6,50
KIMS,4847,NSE_EQ,EQUITY,NIFTY500,Krishna Institute of Medical Sciences Ltd.,Healthcare,EQ,INE967H01025,6,50
KIRLOSENG,20936,NSE_EQ,EQUITY,NIFTY500,Kirloskar Oil Eng Ltd.,Capital Goods,EQ,INE146L01010,6,50
KOTAKBANK,1922,NSE_EQ,EQUITY,NIFTY500,Kotak Mahindra Bank Ltd.,Financial Services,EQ,INE237A01036,6,50
KPIL,1814,NSE_EQ,EQUITY,NIFTY500,Kalpataru Projects International Ltd.,Construction,EQ,INE220B01022,6,50
KPITTECH,9683,NSE_EQ,EQUITY,NIFTY500,KPIT Technologies Ltd.,Information Technology,EQ,INE04I401011,6,50
KPRMILL,14912,NSE_EQ,EQUITY,NIFTY500,K.P.R. Mill Ltd.,Textiles,EQ,INE930H01031,6,50
LALPATHLAB,11654,NSE_EQ,EQUITY,NIFTY500,Dr. Lal Path Labs Ltd.,Healthcare,EQ,INE600L01024,6,50
LATENTVIEW,6818,NSE_EQ,EQUITY,NIFTY500,Latent View Analytics Ltd.,Information Technology,EQ,INE0I7C01011,6,50
LAURUSLABS,19234,NSE_EQ,EQUITY,NIFTY500,Laurus Labs Ltd.,Healthcare,EQ,INE947Q01028,6,50
LEMONTREE,2606,NSE_EQ,EQUITY,NIFTY500,Lemon Tree Hotels Ltd.,Consumer Services,EQ,INE970X01018,6,50
LENSKART,759605,NSE_EQ,EQUITY,NIFTY500,Lenskart Solutions Ltd.,Consumer Services,EQ,INE956O01016,6,50
LGEINDIA,760213,NSE_EQ,EQUITY,NIFTY500,LG Electronics India Ltd.,Consumer Durables,EQ,INE324D01010,6,50
LICHSGFIN,1997,NSE_EQ,EQUITY,NIFTY500,LIC Housing Finance Ltd.,Financial Services,EQ,INE115A01026,6,50
LICI,9480,NSE_EQ,EQUITY,NIFTY500,Life Insurance Corporation of India,Financial Services,EQ,INE0J1Y01017,6,50
LINDEINDIA,1627,NSE_EQ,EQUITY,NIFTY500,Linde India Ltd.,Chemicals,EQ,INE473A01011,6,50
LLOYDSME,17313,NSE_EQ,EQUITY,NIFTY500,Lloyds Metals And Energy Ltd.,Metals & Mining,EQ,INE281B01032,6,50
LODHA,3220,NSE_EQ,EQUITY,NIFTY500,Lodha Developers Ltd.,Realty,EQ,INE670K01029,6,50
LT,11483,NSE_EQ,EQUITY,NIFTY500,Larsen & Toubro Ltd.,Construction,EQ,INE018A01030,6,50
LTF,24948,NSE_EQ,EQUITY,NIFTY500,L&T Finance Ltd.,Financial Services,EQ,INE498L01015,6,50
LTFOODS,13816,NSE_EQ,EQUITY,NIFTY500,LT Foods Ltd.,Fast Moving Consumer Goods,EQ,INE818H01020,6,50
LTM,17818,NSE_EQ,EQUITY,NIFTY500,LTM Ltd.,Information Technology,EQ,INE214T01019,6,50
LTTS,18564,NSE_EQ,EQUITY,NIFTY500,L&T Technology Services Ltd.,Information Technology,EQ,INE010V01017,7,50
LUPIN,10440,NSE_EQ,EQUITY,NIFTY500,Lupin Ltd.,Healthcare,EQ,INE326A01037,7,50
M&M,2031,NSE_EQ,EQUITY,NIFTY500,Mahindra & Mahindra Ltd.,Automobile and Auto Components,EQ,INE101A01026,7,50
M&MFIN,13285,NSE_EQ,EQUITY,NIFTY500,Mahindra & Mahindra Financial Services Ltd.,Financial Services,EQ,INE774D01024,7,50
MAHABANK,11377,NSE_EQ,EQUITY,NIFTY500,Bank of Maharashtra,Financial Services,EQ,INE457A01014,7,50
MANAPPURAM,19061,NSE_EQ,EQUITY,NIFTY500,Manappuram Finance Ltd.,Financial Services,EQ,INE522D01027,7,50
MANKIND,15380,NSE_EQ,EQUITY,NIFTY500,Mankind Pharma Ltd.,Healthcare,EQ,INE634S01028,7,50
MAPMYINDIA,7227,NSE_EQ,EQUITY,NIFTY500,C.E. Info Systems Ltd.,Information Technology,EQ,INE0BV301023,7,50
MARICO,4067,NSE_EQ,EQUITY,NIFTY500,Marico Ltd.,Fast Moving Consumer Goods,EQ,INE196A01026,7,50
MARUTI,10999,NSE_EQ,EQUITY,NIFTY500,Maruti Suzuki India Ltd.,Automobile and Auto Components,EQ,INE585B01010,7,50
MAXHEALTH,22377,NSE_EQ,EQUITY,NIFTY500,Max Healthcare Institute Ltd.,Healthcare,EQ,INE027H01010,7,50
MAZDOCK,509,NSE_EQ,EQUITY,NIFTY500,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,EQ,INE249Z01020,7,50
MCX,31181,NSE_EQ,EQUITY,NIFTY500,Multi Commodity Exchange of India Ltd.,Financial Services,EQ,INE745G01043,7,50
MEDANTA,11956,NSE_EQ,EQUITY,NIFTY500,Global Health Ltd.,Healthcare,EQ,INE474Q01031,7,50
MEESHO,760229,NSE_EQ,EQUITY,NIFTY500,Meesho Ltd.,Consumer Services,EQ,INE0VDM01015,7,50
MFSL,2142,NSE_EQ,EQUITY,NIFTY500,Max Financial Services Ltd.,Financial Services,EQ,INE180A01020,7,50
MGL,17534,NSE_EQ,EQUITY,NIFTY500,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,EQ,INE002S01010,7,50
MINDACORP,25897,NSE_EQ,EQUITY,NIFTY500,Minda Corporation Ltd.,Automobile and Auto Components,EQ,INE842C01021,7,50
MMTC,17957,NSE_EQ,EQUITY,NIFTY500,MMTC Ltd.,Services,EQ,INE123F01029,7,50
MOTHERSON,4204,NSE_EQ,EQUITY,NIFTY500,Samvardhana Motherson International Ltd.,Automobile and Auto Components,EQ,INE775A01035,7,50
MOTILALOFS,14947,NSE_EQ,EQUITY,NIFTY500,Motilal Oswal Financial Services Ltd.,Financial Services,EQ,INE338I01027,7,50
MPHASIS,4503,NSE_EQ,EQUITY,NIFTY500,MphasiS Ltd.,Information Technology,EQ,INE356A01018,7,50
MRF,2277,NSE_EQ,EQUITY,NIFTY500,MRF Ltd.,Automobile and Auto Components,EQ,INE883A01011,7,50
MRPL,2283,NSE_EQ,EQUITY,NIFTY500,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,EQ,INE103A01014,7,50
MSUMI,8596,NSE_EQ,EQUITY,NIFTY500,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,EQ,INE0FS801015,7,50
MUTHOOTFIN,23650,NSE_EQ,EQUITY,NIFTY500,Muthoot Finance Ltd.,Financial Services,EQ,INE414G01012,7,50
NAM-INDIA,357,NSE_EQ,EQUITY,NIFTY500,Nippon Life India Asset Management Ltd.,Financial Services,EQ,INE298J01013,7,50
NATCOPHARM,3918,NSE_EQ,EQUITY,NIFTY500,NATCO Pharma Ltd.,Healthcare,EQ,INE987B01026,7,50
NATIONALUM,6364,NSE_EQ,EQUITY,NIFTY500,National Aluminium Co. Ltd.,Metals & Mining,EQ,INE139A01034,7,50
NAUKRI,13751,NSE_EQ,EQUITY,NIFTY500,Info Edge (India) Ltd.,Consumer Services,EQ,INE663F01032,7,50
NAVA,4014,NSE_EQ,EQUITY,NIFTY500,Nava Ltd.,Power,EQ,INE725A01030,7,50
NAVINFLUOR,14672,NSE_EQ,EQUITY,NIFTY500,Navin Fluorine International Ltd.,Chemicals,EQ,INE048G01026,7,50
NBCC,31415,NSE_EQ,EQUITY,NIFTY500,NBCC (India) Ltd.,Construction,EQ,INE095N01031,7,50
NCC,2319,NSE_EQ,EQUITY,NIFTY500,NCC Ltd.,Construction,EQ,INE868B01028,7,50
NESTLEIND,17963,NSE_EQ,EQUITY,NIFTY500,Nestle India Ltd.,Fast Moving Consumer Goods,EQ,INE239A01024,7,50
NETWEB,17433,NSE_EQ,EQUITY,NIFTY500,Netweb Technologies India Ltd.,Information Technology,EQ,INE0NT901020,7,50
NEULANDLAB,2406,NSE_EQ,EQUITY,NIFTY500,Neuland Laboratories Ltd.,Healthcare,EQ,INE794A01010,7,50
NEWGEN,1164,NSE_EQ,EQUITY,NIFTY500,Newgen Software Technologies Ltd.,Information Technology,EQ,INE619B01017,7,50
NH,11840,NSE_EQ,EQUITY,NIFTY500,Narayana Hrudayalaya Ltd.,Healthcare,EQ,INE410P01011,7,50
NHPC,17400,NSE_EQ,EQUITY,NIFTY500,NHPC Ltd.,Power,EQ,INE848E01016,7,50
NIACL,399,NSE_EQ,EQUITY,NIFTY500,The New India Assurance Company Ltd.,Financial Services,EQ,INE470Y01017,7,50
NIVABUPA,27097,NSE_EQ,EQUITY,NIFTY500,Niva Bupa Health Insurance Company Ltd.,Financial Services,EQ,INE995S01015,7,50
NLCINDIA,8585,NSE_EQ,EQUITY,NIFTY500,NLC India Ltd.,Power,EQ,INE589A01014,7,50
NMDC,15332,NSE_EQ,EQUITY,NIFTY500,NMDC Ltd.,Metals & Mining,EQ,INE584A01023,7,50
NSLNISP,14180,NSE_EQ,EQUITY,NIFTY500,NMDC Steel Ltd.,Metals & Mining,EQ,INE0NNS01018,7,50
NTPC,11630,NSE_EQ,EQUITY,NIFTY500,NTPC Ltd.,Power,EQ,INE733E01010,7,50
NTPCGREEN,27176,NSE_EQ,EQUITY,NIFTY500,NTPC Green Energy Ltd.,Power,EQ,INE0ONG01011,7,50
NUVAMA,18721,NSE_EQ,EQUITY,NIFTY500,Nuvama Wealth Management Ltd.,Financial Services,EQ,INE531F01023,7,50
NUVOCO,5426,NSE_EQ,EQUITY,NIFTY500,Nuvoco Vistas Corporation Ltd.,Construction Materials,EQ,INE118D01016,7,50
NYKAA,6545,NSE_EQ,EQUITY,NIFTY500,FSN E-Commerce Ventures Ltd.,Consumer Services,EQ,INE388Y01029,7,50
OBEROIRLTY,20242,NSE_EQ,EQUITY,NIFTY500,Oberoi Realty Ltd.,Realty,EQ,INE093I01010,8,50
OFSS,10738,NSE_EQ,EQUITY,NIFTY500,Oracle Financial Services Software Ltd.,Information Technology,EQ,INE881D01027,8,50
OIL,17438,NSE_EQ,EQUITY,NIFTY500,Oil India Ltd.,Oil Gas & Consumable Fuels,EQ,INE274J01014,8,50
OLAELEC,24777,NSE_EQ,EQUITY,NIFTY500,Ola Electric Mobility Ltd.,Automobile and Auto Components,EQ,INE0LXG01040,8,50
OLECTRA,10637,NSE_EQ,EQUITY,NIFTY500,Olectra Greentech Ltd.,Automobile and Auto Components,EQ,INE260D01016,8,50
ONESOURCE,29224,NSE_EQ,EQUITY,NIFTY500,Onesource Specialty Pharma Ltd.,Healthcare,EQ,INE013P01021,8,50
ONGC,2475,NSE_EQ,EQUITY,NIFTY500,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,EQ,INE213A01029,8,50
PAGEIND,14413,NSE_EQ,EQUITY,NIFTY500,Page Industries Ltd.,Textiles,EQ,INE761H01022,8,50
PARADEEP,9741,NSE_EQ,EQUITY,NIFTY500,Paradeep Phosphates Ltd.,Chemicals,EQ,INE088F01024,8,50
PATANJALI,17029,NSE_EQ,EQUITY,NIFTY500,Patanjali Foods Ltd.,Fast Moving Consumer Goods,EQ,INE619A01035,8,50
PAYTM,6705,NSE_EQ,EQUITY,NIFTY500,One 97 Communications Ltd.,Financial Services,EQ,INE982J01020,8,50
PCBL,2649,NSE_EQ,EQUITY,NIFTY500,PCBL Chemical Ltd.,Chemicals,EQ,INE602A01031,8,50
PERSISTENT,18365,NSE_EQ,EQUITY,NIFTY500,Persistent Systems Ltd.,Information Technology,EQ,INE262H01021,8,50
PETRONET,11351,NSE_EQ,EQUITY,NIFTY500,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,EQ,INE347G01014,8,50
PFC,14299,NSE_EQ,EQUITY,NIFTY500,Power Finance Corporation Ltd.,Financial Services,EQ,INE134E01011,8,50
PFIZER,2643,NSE_EQ,EQUITY,NIFTY500,Pfizer Ltd.,Healthcare,EQ,INE182A01018,8,50
PFOCUS,13496,NSE_EQ,EQUITY,NIFTY500,Prime Focus Ltd.,Media Entertainment & Publication,EQ,INE367G01038,8,50
PGEL,25358,NSE_EQ,EQUITY,NIFTY500,PG Electroplast Ltd.,Consumer Durables,EQ,INE457L01029,8,50
PHOENIXLTD,14552,NSE_EQ,EQUITY,NIFTY500,Phoenix Mills Ltd.,Realty,EQ,INE211B01039,8,50
PIDILITIND,2664,NSE_EQ,EQUITY,NIFTY500,Pidilite Industries Ltd.,Chemicals,EQ,INE318A01026,8,50
PIIND,24184,NSE_EQ,EQUITY,NIFTY500,PI Industries Ltd.,Chemicals,EQ,INE603J01030,8,50
PINELABS,759820,NSE_EQ,EQUITY,NIFTY500,Pine Labs Ltd.,Financial Services,EQ,INE15B701018,8,50
PIRAMALFIN,759551,NSE_EQ,EQUITY,NIFTY500,Piramal Finance Ltd.,Financial Services,EQ,INE202B01038,8,50
PNB,10666,NSE_EQ,EQUITY,NIFTY500,Punjab National Bank,Financial Services,EQ,INE160A01022,8,50
PNBHOUSING,18908,NSE_EQ,EQUITY,NIFTY500,PNB Housing Finance Ltd.,Financial Services,EQ,INE572E01012,8,50
POLICYBZR,6656,NSE_EQ,EQUITY,NIFTY500,PB Fintech Ltd.,Financial Services,EQ,INE417T01026,8,50
POLYCAB,9590,NSE_EQ,EQUITY,NIFTY500,Polycab India Ltd.,Capital Goods,EQ,INE455K01017,8,50
POLYMED,25718,NSE_EQ,EQUITY,NIFTY500,Poly Medicure Ltd.,Healthcare,EQ,INE205C01021,8,50
POONAWALLA,11403,NSE_EQ,EQUITY,NIFTY500,Poonawalla Fincorp Ltd.,Financial Services,EQ,INE511C01022,8,50
POWERGRID,14977,NSE_EQ,EQUITY,NIFTY500,Power Grid Corporation of India Ltd.,Power,EQ,INE752E01010,8,50
POWERINDIA,18457,NSE_EQ,EQUITY,NIFTY500,Hitachi Energy India Ltd.,Capital Goods,EQ,INE07Y701011,8,50
PPLPHARMA,11571,NSE_EQ,EQUITY,NIFTY500,Piramal Pharma Ltd.,Healthcare,EQ,INE0DK501011,8,50
PREMIERENE,25049,NSE_EQ,EQUITY,NIFTY500,Premier Energies Ltd.,Capital Goods,EQ,INE0BS701011,8,50
PRESTIGE,20302,NSE_EQ,EQUITY,NIFTY500,Prestige Estates Projects Ltd.,Realty,EQ,INE811K01011,8,50
PTCIL,16682,NSE_EQ,EQUITY,NIFTY500,PTC Industries Ltd.,Capital Goods,EQ,INE596F01018,8,50
PVRINOX,13147,NSE_EQ,EQUITY,NIFTY500,PVR INOX Ltd.,Media Entertainment & Publication,EQ,INE191H01014,8,50
PWL,759723,NSE_EQ,EQUITY,NIFTY500,Physicswallah Ltd.,Consumer Services,EQ,INE0LP301011,8,50
RADICO,10990,NSE_EQ,EQUITY,NIFTY500,Radico Khaitan Ltd,Fast Moving Consumer Goods,EQ,INE944F01028,8,50
RAILTEL,2431,NSE_EQ,EQUITY,NIFTY500,Railtel Corporation Of India Ltd.,Telecommunication,EQ,INE0DD101019,8,50
RAINBOW,9408,NSE_EQ,EQUITY,NIFTY500,Rainbow Childrens Medicare Ltd.,Healthcare,EQ,INE961O01016,8,50
RAMCOCEM,2043,NSE_EQ,EQUITY,NIFTY500,The Ramco Cements Ltd.,Construction Materials,EQ,INE331A01037,8,50
RBLBANK,18391,NSE_EQ,EQUITY,NIFTY500,RBL Bank Ltd.,Financial Services,EQ,INE976G01028,8,50
RECLTD,15355,NSE_EQ,EQUITY,NIFTY500,REC Ltd.,Financial Services,EQ,INE020B01018,8,50
REDINGTON,14255,NSE_EQ,EQUITY,NIFTY500,Redington Ltd.,Services,EQ,INE891D01026,8,50
RELIANCE,2885,NSE_EQ,EQUITY,NIFTY500,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,EQ,INE002A01018,8,50
RHIM,31163,NSE_EQ,EQUITY,NIFTY500,RHI MAGNESITA INDIA LTD.,Capital Goods,EQ,INE743M01012,8,50
RITES,3761,NSE_EQ,EQUITY,NIFTY500,RITES Ltd.,Construction,EQ,INE320J01015,8,50
RKFORGE,11411,NSE_EQ,EQUITY,NIFTY500,Ramkrishna Forgings Ltd.,Automobile and Auto Components,EQ,INE399G01023,8,50
RPOWER,15259,NSE_EQ,EQUITY,NIFTY500,Reliance Power Ltd.,Power,EQ,INE614G01033,8,50
RRKABEL,18566,NSE_EQ,EQUITY,NIFTY500,R R Kabel Ltd.,Capital Goods,EQ,INE777K01022,8,50
RVNL,9552,NSE_EQ,EQUITY,NIFTY500,Rail Vikas Nigam Ltd.,Construction,EQ,INE415G01027,9,50
SAGILITY,27052,NSE_EQ,EQUITY,NIFTY500,Sagility Ltd.,Information Technology,EQ,INE0W2G01015,9,50
SAIL,2963,NSE_EQ,EQUITY,NIFTY500,Steel Authority of India Ltd.,Metals & Mining,EQ,INE114A01011,9,50
SAILIFE,27839,NSE_EQ,EQUITY,NIFTY500,Sai Life Sciences Ltd.,Healthcare,EQ,INE570L01029,9,50
SAMMAANCAP,30125,NSE_EQ,EQUITY,NIFTY500,Sammaan Capital Ltd.,Financial Services,EQ,INE148I01020,9,50
SAPPHIRE,6718,NSE_EQ,EQUITY,NIFTY500,Sapphire Foods India Ltd.,Consumer Services,EQ,INE806T01020,9,50
SARDAEN,17758,NSE_EQ,EQUITY,NIFTY500,Sarda Energy and Minerals Ltd.,Metals & Mining,EQ,INE385C01021,9,50
SAREGAMA,4892,NSE_EQ,EQUITY,NIFTY500,Saregama India Ltd,Media Entertainment & Publication,EQ,INE979A01025,9,50
SBFC,18026,NSE_EQ,EQUITY,NIFTY500,SBFC Finance Ltd.,Financial Services,EQ,INE423Y01016,9,50
SBICARD,17971,NSE_EQ,EQUITY,NIFTY500,SBI Cards and Payment Services Ltd.,Financial Services,EQ,INE018E01016,9,50
SBILIFE,21808,NSE_EQ,EQUITY,NIFTY500,SBI Life Insurance Company Ltd.,Financial Services,EQ,INE123W01016,9,50
